"one","two"
2836,1764
2837,271
2838,2124
2839,363
2840,989
2841,1380
2842,650
2843,2690
2844,2385
2845,1459
2846,2357
2847,1167
2848,600
2849,781
2850,1354
2851,1256
2852,2012
2853,2411
2854,1528
2855,2747
2856,386
2857,2191
2858,905
2859,470
2860,2076
2861,1036
2862,1163
2863,131
2864,479
2865,174
2866,1983
2867,202
2868,27
2869,68
2870,1136
2871,497
2872,104
2873,1293
2874,2666
2875,2059
2876,1328
2877,216
2878,1795
2879,2564
2880,36
2881,207
2882,511
2883,1389
2884,1335
2885,2536
2886,2843
2887,2843
2888,349
2889,159
2890,1066
2891,1679
2892,75
2893,2377
2894,235
2895,1769
2896,2640
2897,333
2898,2817
2899,1486
2900,1719
2901,2282
2902,1956
2903,2598
2904,808
2905,1435
2906,1972
2907,2231
2908,696
2909,1244
2910,526
2911,1175
2912,1513
2913,337
2914,778
2915,364
2916,2065
2917,1415
2918,608
2919,764
2920,901
2921,1515
2922,2482
2923,749
2924,2811
2925,1332
2926,1829
2927,2428
2928,175
2929,2502
2930,2738
2931,2216
2932,2265
2933,1780
2934,2599
2935,2208
2936,1036
2937,2677
2938,1896
2939,532
2940,1100
2941,2421
2942,2332
2943,656
2944,699
2945,229
2946,2930
2947,645
2948,2414
2949,2806
2950,1991
2951,1873
2952,1873
2953,211
2954,1518
2955,1572
2956,686
2957,2663
2958,385
2959,1067
2960,777
2961,1080
2962,507
2963,2401
2964,1905
2965,2951
2966,1613
2967,549
2968,735
2969,1625
2970,875
2971,2396
2972,361
2973,1551
2974,618
2975,1693
2976,2882
2977,922
2978,2255
2979,2719
2980,2937
2981,1000
2982,2056
2983,2973
2984,2429
2985,1091
2986,911
2987,1655
2988,488
2989,2595
2990,1999
2991,1618
2992,2830
2993,883
2994,1651
2995,217
2996,579
2997,2062
2998,641
2999,1784
3000,1868
3001,1736
3002,786
3003,983
3004,767
3005,2997
3006,2789
3007,569
3008,941
3009,1720
3010,679
3011,2614
3012,2110
3013,2381
3014,1274
3015,682
3016,1642
3017,35
3018,1948
3019,1063
3020,1428
3021,1146
3022,305
3023,2254
3024,524
3025,1782
3026,2919
3027,484
3028,1880
3029,1025
3030,1068
3031,1758
3032,247
3033,2188
3034,150
3035,20
3036,2942
3037,375
3038,473
3039,1415
3040,1370
3041,369
3042,1085
3043,1267
3044,1138
3045,1505
3046,233
3047,22
3048,1102
3049,2303
3050,1993
3051,2914
3052,376
3053,105
3054,760
3055,1294
3056,652
3057,2023
3058,708
3059,407
3060,834
3061,2023
3062,1239
3063,1191
3064,886
3065,760
3066,295
3067,1522
3068,1609
3069,2260
3070,1114
3071,1326
3072,1570
3073,2752
3074,515
3075,3073
3076,274
3077,358
3078,1983
3079,2734
3080,271
3081,778
3082,659
3083,2097
3084,2461
3085,1120
3086,1950
3087,1308
3088,2693
3089,1101
3090,1553
3091,1171
3092,1734
3093,2662
3094,1506
3095,2588
3096,1102
3097,59
3098,1425
3099,740
3100,1673
3101,420
3102,1240
3103,2205
3104,1519
3105,101
3106,3023
3107,467
3108,1692
3109,128
3110,2056
3111,353
3112,2131
3113,672
3114,600
3115,961
3116,1674
3117,382
3118,199
3119,622
3120,737
3121,441
3122,2189
3123,866
3124,2559
3125,1015
3126,1660
3127,1295
3128,650
3129,2558
3130,1321
3131,687
3132,1290
3133,252
3134,2542
3135,1283
3136,2789
3137,1516
3138,1108
3139,2361
3140,1728
3141,2631
3142,3058
3143,1004
3144,830
3145,1614
3146,1076
3147,2586
3148,1033
3149,3020
3150,1091
3151,804
3152,1932
3153,1494
3154,769
3155,2234
3156,1956
3157,386
3158,1011
3159,802
3160,1565
3161,2766
3162,2513
3163,2888
3164,647
3165,3017
3166,2668
3167,1747
3168,3104
3169,3
3170,1940
3171,1587
3172,1392
3173,1833
3174,1605
3175,1900
3176,104
3177,2159
3178,273
3179,521
3180,311
3181,2067
3182,2170
3183,1273
3184,633
3185,2346
3186,3126
3187,2022
3188,3156
3189,1048
3190,334
3191,763
3192,2433
3193,1943
3194,1111
3195,1889
3196,440
3197,1830
3198,2444
3199,2444
3200,2230
3201,1183
3202,2354
3203,1544
3204,1368
3205,2462
3206,2534
3207,244
3208,3168
3209,1850
3210,545
3211,1369
3212,1541
3213,133
3214,358
3215,3079
3216,1406
3217,1718
3218,91
3219,194
3220,1799
3221,2091
3222,2667
3223,2646
3224,2682
3225,470
3226,2543
3227,1231
3228,338
3229,2206
3230,1575
3231,2787
3232,2548
3233,657
3234,935
3235,2959
3236,957
3237,29
3238,2587
3239,2945
3240,2886
3241,993
3242,1813
3243,3229
3244,580
3245,1095
3246,1478
3247,736
3248,2409
3249,2218
3250,1459
3251,2607
3252,948
3253,2439
3254,694
3255,1159
3256,1073
3257,703
3258,3171
3259,1271
3260,2791
3261,892
3262,1839
3263,1225
3264,332
3265,209
3266,573
3267,2188
3268,989
3269,743
3270,1112
3271,200
3272,2520
3273,1459
3274,1532
3275,1087
3276,1499
3277,1986
3278,2330
3279,496
3280,1868
3281,534
3282,415
3283,3255
3284,1438
3285,872
3286,2664
3287,2985
3288,604
3289,421
3290,2081
3291,2223
3292,1749
3293,1797
3294,1889
3295,1444
3296,669
3297,1728
3298,2425
3299,758
3300,761
3301,2854
3302,3186
3303,2765
3304,2321
3305,2727
3306,1656
3307,731
3308,863
3309,2114
3310,2046
3311,720
3312,2259
3313,2516
3314,698
3315,887
3316,1426
3317,2875
3318,3213
3319,2616
3320,3128
3321,1810
3322,1042
3323,1155
3324,3006
3325,1618
3326,1842
3327,422
3328,1867
3329,636
3330,108
3331,2609
3332,846
3333,1912
3334,1960
3335,2142
3336,2130
3337,46
3338,2474
3339,2308
3340,390
3341,184
3342,2078
3343,2419
3344,1212
3345,437
3346,2338
3347,2927
3348,2910
3349,2421
3350,3149
3351,2876
3352,2949
3353,600
3354,2650
3355,2261
3356,824
3357,3251
3358,586
3359,2281
3360,606
3361,2505
3362,374
3363,3171
3364,380
3365,2241
3366,254
3367,2445
3368,4
3369,2061
3370,1686
3371,1392
3372,89
3373,799
3374,1592
3375,712
3376,2760
3377,499
3378,1222
3379,309
3380,193
3381,2246
3382,1622
3383,2715
3384,2146
3385,2341
3386,1569
3387,1086
3388,199
3389,1788
3390,1068
3391,3384
3392,612
3393,1278
3394,1636
3395,766
3396,3075
3397,2708
3398,2327
3399,1838
3400,2399
3401,385
3402,2505
3403,681
3404,1614
3405,2771
3406,2605
3407,494
3408,3173
3409,1064
3410,3213
3411,1628
3412,819
3413,1520
3414,346
3415,46
3416,2819
3417,705
3418,307
3419,728
3420,3387
3421,85
3422,675
3423,2861
3424,2919
3425,2925
3426,2679
3427,3236
3428,1805
3429,2983
3430,1667
3431,632
3432,806
3433,791
3434,2553
3435,2090
3436,2062
3437,2628
3438,3225
3439,197
3440,2192
3441,2597
3442,440
3443,3358
3444,1547
3445,2076
3446,3295
3447,1783
3448,2131
3449,2982
3450,3125
3451,2149
3452,1440
3453,1016
3454,735
3455,2313
3456,3240
3457,256
3458,2362
3459,51
3460,3297
3461,901
3462,739
3463,2082
3464,989
3465,1365
3466,2644
3467,3212
3468,1608
3469,1192
3470,2964
3471,23
3472,2188
3473,402
3474,3411
3475,1289
3476,857
3477,1823
3478,255
3479,1545
3480,1584
3481,2761
3482,1321
3483,2234
3484,1093
3485,2191
3486,2291
3487,757
3488,3374
3489,675
3490,1091
3491,1098
3492,3381
3493,2334
3494,3208
3495,2509
3496,381
3497,2852
3498,1261
3499,2455
3500,1278
3501,1658
3502,933
3503,2578
3504,297
3505,3353
3506,2004
3507,2734
3508,1568
3509,2928
3510,500
3511,2524
3512,153
3513,3195
3514,1456
3515,1714
3516,544
3517,187
3518,1044
3519,1368
3520,2571
3521,275
3522,946
3523,566
3524,1727
3525,2851
3526,1926
3527,2359
3528,3337
3529,2984
3530,1142
3531,746
3532,2314
3533,2557
3534,1954
3535,3520
3536,1361
3537,2629
3538,2312
3539,3418
3540,3283
3541,293
3542,1297
3543,287
3544,1591
3545,1832
3546,3141
3547,2130
3548,2899
3549,325
3550,1260
3551,919
3552,1397
3553,645
3554,226
3555,2924
3556,3061
3557,2218
3558,3507
3559,2661
3560,1909
3561,1841
3562,895
3563,2504
3564,3293
3565,2997
3566,1752
3567,2478
3568,1954
3569,988
3570,1
3571,2021
3572,3463
3573,544
3574,474
3575,2657
3576,538
3577,1333
3578,382
3579,2338
3580,266
3581,1802
3582,3033
3583,2205
3584,2381
3585,2414
3586,2920
3587,110
3588,3444
3589,3201
3590,2482
3591,306
3592,2195
3593,1228
3594,1881
3595,3516
3596,2089
3597,1210
3598,3306
3599,3517
3600,1474
3601,2634
3602,10
3603,3429
3604,484
3605,674
3606,3368
3607,896
3608,886
3609,2906
3610,327
3611,2523
3612,1731
3613,2119
3614,502
3615,1332
3616,3373
3617,704
3618,2559
3619,3338
3620,534
3621,2568
3622,108
3623,2555
3624,1545
3625,2908
3626,3461
3627,540
3628,1712
3629,553
3630,732
3631,368
3632,1067
3633,419
3634,2711
3635,209
3636,1231
3637,2218
3638,2396
3639,1559
3640,3353
3641,182
3642,3327
3643,500
3644,131
3645,278
3646,28
3647,2277
3648,2755
3649,2042
3650,2303
3651,918
3652,2882
3653,2263
3654,3205
3655,611
3656,510
3657,2620
3658,3042
3659,652
3660,2368
3661,172
3662,128
3663,1190
3664,3123
3665,1057
3666,2768
3667,438
3668,288
3669,1931
3670,2759
3671,3104
3672,2235
3673,264
3674,3308
3675,1363
3676,974
3677,3277
3678,3296
3679,3146
3680,272
3681,404
3682,2102
3683,2151
3684,601
3685,2573
3686,3170
3687,2258
3688,556
3689,2880
3690,3525
3691,2666
3692,3682
3693,3560
3694,323
3695,267
3696,2621
3697,2628
3698,551
3699,3414
3700,1190
3701,1798
3702,3431
3703,2005
3704,525
3705,2824
3706,1667
3707,2195
3708,2250
3709,882
3710,785
3711,2494
3712,2681
3713,1269
3714,1063
3715,1864
3716,1051
3717,149
3718,1265
3719,216
3720,2811
3721,1935
3722,1222
3723,2379
3724,3591
3725,2696
3726,581
3727,544
3728,2584
3729,2207
3730,1223
3731,124
3732,1971
3733,1271
3734,681
3735,2933
3736,3353
3737,639
3738,2931
3739,198
3740,1481
3741,1499
3742,3228
3743,1020
3744,141
3745,2271
3746,930
3747,520
3748,2865
3749,2823
3750,111
3751,2513
3752,3499
3753,1760
3754,1607
3755,64
3756,51
3757,1054
3758,2824
3759,155
3760,1306
3761,2640
3762,2399
3763,874
3764,999
3765,2854
3766,1583
3767,2539
3768,1038
3769,2808
3770,3281
3771,879
3772,481
3773,2578
3774,2890
3775,1050
3776,2310
3777,627
3778,1700
3779,2253
3780,688
3781,884
3782,2493
3783,2233
3784,1929
3785,3315
3786,456
3787,2427
3788,2964
3789,1186
3790,2191
3791,1378
3792,1025
3793,182
3794,2583
3795,623
3796,939
3797,2529
3798,2953
3799,1825
3800,1761
3801,3526
3802,2147
3803,2832
3804,2214
3805,3443
3806,837
3807,2551
3808,2650
3809,3412
3810,2721
3811,3099
3812,1086
3813,883
3814,1185
3815,338
3816,867
3817,899
3818,483
3819,1574
3820,861
3821,1025
3822,300
3823,1955
3824,1408
3825,3033
3826,3436
3827,1721
3828,1713
3829,1881
3830,1185
3831,2820
3832,1397
3833,3298
3834,1640
3835,133
3836,3462
3837,2186
3838,1943
3839,1683
3840,625
3841,3153
3842,1241
3843,1010
3844,2559
3845,1026
3846,1421
3847,2868
3848,2187
3849,672
3850,2895
3851,1663
3852,3842
3853,1164
3854,2792
3855,841
3856,455
3857,1817
3858,1066
3859,3467
3860,1386
3861,3040
3862,1115
3863,1215
3864,1806
3865,3698
3866,1838
3867,1365
3868,2332
3869,3456
3870,320
3871,2643
3872,2011
3873,1549
3874,548
3875,1627
3876,3702
3877,3826
3878,515
3879,1506
3880,693
3881,329
3882,2172
3883,2321
3884,949
3885,1264
3886,3483
3887,21
3888,1896
3889,883
3890,1033
3891,2646
3892,1260
3893,3823
3894,1741
3895,1116
3896,3698
3897,1017
3898,926
3899,202
3900,3381
3901,1418
3902,16
3903,312
3904,1360
3905,1037
3906,215
3907,1626
3908,660
3909,3836
3910,2504
3911,2245
3912,934
3913,115
3914,674
3915,2787
3916,263
3917,1392
3918,2169
3919,3491
3920,3370
3921,2253
3922,3808
3923,1915
3924,3613
3925,3117
3926,480
3927,1859
3928,3532
3929,3012
3930,3421
3931,1982
3932,1328
3933,3353
3934,588
3935,1117
3936,865
3937,2688
3938,2100
3939,2649
3940,1257
3941,3709
3942,1197
3943,107
3944,1653
3945,98
3946,1229
3947,2605
3948,2401
3949,2545
3950,682
3951,562
3952,3759
3953,1748
3954,1837
3955,3366
3956,916
3957,1760
3958,3182
3959,2672
3960,1805
3961,2709
3962,2285
3963,2832
3964,1022
3965,302
3966,1332
3967,2465
3968,3929
3969,766
3970,1365
3971,883
3972,2125
3973,2193
3974,748
3975,1347
3976,1646
3977,3036
3978,2439
3979,502
3980,2866
3981,310
3982,3125
3983,564
3984,1652
3985,900
3986,2076
3987,82
3988,3255
3989,2561
3990,1350
3991,2204
3992,559
3993,778
3994,3601
3995,1977
3996,1048
3997,1137
3998,3488
3999,1990
4000,2230
4001,337
4002,2332
4003,303
4004,2921
4005,2600
4006,2752
4007,2836
4008,282
4009,2874
4010,1427
4011,2542
4012,2669
4013,2333
4014,1790
4015,247
4016,2877
4017,1886
4018,862
4019,977
4020,129
4021,2114
4022,1568
4023,2771
4024,2529
4025,3571
4026,3225
4027,3341
4028,2253
4029,902
4030,1427
4031,3272
4032,166
4033,2088
4034,677
4035,3427
4036,3436
4037,3222
4038,1793
4039,808
4040,3143
4041,857
4042,933
4043,1043
4044,2655
4045,1555
4046,148
4047,763
4048,3675
4049,3348
4050,833
4051,81
4052,1363
4053,2299
4054,359
4055,2715
4056,3192
4057,3810
4058,1872
4059,2071
4060,3372
4061,1905
4062,2466
4063,1474
4064,2851
4065,3223
4066,3761
4067,788
4068,3057
4069,1953
4070,3713
4071,1330
4072,1077
4073,566
4074,1217
4075,2785
4076,2531
4077,3704
4078,867
4079,857
4080,3759
4081,3315
4082,1492
4083,3638
4084,733
4085,1542
4086,653
4087,3053
4088,1670
4089,517
4090,543
4091,2551
4092,2066
4093,3030
4094,1256
4095,2655
4096,1225
4097,647
4098,1140
4099,223
4100,791
4101,2010
4102,1574
4103,3449
4104,1131
4105,2568
4106,2096
4107,2932
4108,3355
4109,3316
4110,2100
4111,998
4112,693
4113,4024
4114,3397
4115,3915
4116,873
4117,74
4118,3879
4119,2812
4120,3490
4121,3054
4122,114
4123,3462
4124,1844
4125,320
4126,1721
4127,2851
4128,2854
4129,3167
4130,2717
4131,256
4132,4051
4133,2162
4134,1733
4135,467
4136,432
4137,3020
4138,3091
4139,3490
4140,3411
4141,1749
4142,506
4143,1620
4144,2180
4145,459
4146,622
4147,504
4148,490
4149,3682
4150,2382
4151,1863
4152,3825
4153,446
4154,118
4155,433
4156,1114
4157,1721
4158,3035
4159,3497
4160,3870
4161,3018
4162,2598
4163,3992
4164,2263
4165,1545
4166,3245
4167,1201
4168,1042
4169,3523
4170,187
4171,157
4172,839
4173,113
4174,1524
4175,1438
4176,3228
4177,1478
4178,1944
4179,3365
4180,1552
4181,3494
4182,97
4183,2222
4184,2062
4185,189
4186,345
4187,1512
4188,4154
4189,1318
4190,3424
4191,1283
4192,2269
4193,1657
4194,3797
4195,220
4196,3497
4197,848
4198,144
4199,3802
4200,1396
4201,3446
4202,3827
4203,906
4204,2010
4205,3029
4206,3739
4207,4061
4208,2106
4209,4016
4210,4087
4211,643
4212,4130
4213,2625
4214,1064
4215,2268
4216,532
4217,2763
4218,640
4219,41
4220,1692
4221,3582
4222,842
4223,3487
4224,591
4225,517
4226,1355
4227,1397
4228,656
4229,3936
4230,743
4231,1610
4232,225
4233,2362
4234,825
4235,133
4236,1503
4237,616
4238,3736
4239,151
4240,2928
4241,2576
4242,430
4243,1831
4244,361
4245,693
4246,1062
4247,1353
4248,2479
4249,3345
4250,2628
4251,578
4252,2728
4253,3492
4254,1361
4255,1104
4256,3764
4257,3588
4258,1900
4259,2654
4260,3598
4261,2630
4262,2863
4263,177
4264,4112
4265,1822
4266,278
4267,2216
4268,4065
4269,2822
4270,444
4271,2619
4272,3017
4273,1765
4274,3909
4275,4167
4276,2803
4277,1869
4278,1749
4279,1906
4280,904
4281,2187
4282,540
4283,2623
4284,3869
4285,3789
4286,1978
4287,850
4288,3636
4289,858
4290,789
4291,787
4292,3116
4293,4052
4294,1267
4295,1099
4296,52
4297,3719
4298,1301
4299,4094
4300,1493
4301,1862
4302,1007
4303,3580
4304,3181
4305,2613
4306,2544
4307,2030
4308,1670
4309,3269
4310,1520
4311,1817
4312,3510
4313,3843
4314,617
4315,1813
4316,4210
4317,862
4318,3931
4319,504
4320,237
4321,3269
4322,2261
4323,710
4324,2661
4325,3008
4326,431
4327,1137
4328,2761
4329,1629
4330,2225
4331,1696
4332,4155
4333,4277
4334,3253
4335,2326
4336,2124
4337,2605
4338,838
4339,2686
4340,814
4341,236
4342,3290
4343,1910
4344,3219
4345,4330
4346,1967
4347,3184
4348,44
4349,1301
4350,3590
4351,3492
4352,360
4353,1497
4354,3351
4355,3529
4356,1486
4357,4250
4358,2022
4359,3289
4360,3942
4361,2314
4362,2694
4363,3491
4364,684
4365,2169
4366,1245
4367,2142
4368,2484
4369,2962
4370,205
4371,1575
4372,1812
4373,2912
4374,435
4375,565
4376,1298
4377,2877
4378,1028
4379,2934
4380,1294
4381,3027
4382,55
4383,2643
4384,2647
4385,2522
4386,2145
4387,26
4388,3237
4389,407
4390,1577
4391,41
4392,1147
4393,1507
4394,790
4395,2572
4396,3845
4397,1179
4398,2388
4399,511
4400,1083
4401,636
4402,1441
4403,1876
4404,3136
4405,1874
4406,2029
4407,838
4408,2285
4409,3730
4410,2751
4411,1145
4412,2313
4413,513
4414,1557
4415,3787
4416,2573
4417,3064
4418,2097
4419,1390
4420,3143
4421,842
4422,375
4423,2456
4424,90
4425,4405
4426,1749
4427,2792
4428,2325
4429,502
4430,2279
4431,3069
4432,1484
4433,3401
4434,4317
4435,3265
4436,1890
4437,2791
4438,2577
4439,3704
4440,2588
4441,61
4442,2413
4443,248
4444,1325
4445,3521
4446,2453
4447,648
4448,2848
4449,904
4450,2702
4451,3432
4452,3534
4453,2509
4454,1189
4455,2930
4456,283
4457,1091
4458,4029
4459,706
4460,1086
4461,3590
4462,3661
4463,2836
4464,1387
4465,3019
4466,1318
4467,3432
4468,201
4469,765
4470,848
4471,2645
4472,3685
4473,3146
4474,2013
4475,761
4476,582
4477,3075
4478,4225
4479,4384
4480,1594
4481,2813
4482,908
4483,2211
4484,3688
4485,3478
4486,3889
4487,3081
4488,137
4489,2169
4490,711
4491,3206
4492,1039
4493,2917
4494,3029
4495,2158
4496,3898
4497,809
4498,4362
4499,3370
4500,3770
4501,2639
4502,184
4503,2451
4504,1384
4505,1745
4506,1998
4507,1545
4508,2094
4509,3586
4510,3047
4511,1952
4512,1395
4513,2290
4514,1684
4515,466
4516,2407
4517,1526
4518,3782
4519,1719
4520,400
4521,170
4522,756
4523,3280
4524,1855
4525,3562
4526,762
4527,4214
4528,4443
4529,2002
4530,1736
4531,1605
4532,3156
4533,2206
4534,542
4535,1084
4536,2027
4537,1925
4538,4109
4539,70
4540,3102
4541,4324
4542,1442
4543,231
4544,2287
4545,3991
4546,443
4547,3638
4548,1970
4549,813
4550,574
4551,3416
4552,2186
4553,4001
4554,3004
4555,1472
4556,1838
4557,3585
4558,3305
4559,3128
4560,3481
4561,2673
4562,1829
4563,3793
4564,1666
4565,1550
4566,1681
4567,2504
4568,2407
4569,2759
4570,329
4571,3398
4572,3224
4573,2862
4574,4107
4575,2532
4576,2783
4577,1729
4578,2949
4579,4044
4580,683
4581,647
4582,3800
4583,3236
4584,1431
4585,1917
4586,3715
4587,1584
4588,288
4589,2056
4590,4349
4591,2138
4592,689
4593,2645
4594,2978
4595,128
4596,2593
4597,327
4598,4471
4599,3920
4600,3747
4601,4046
4602,2168
4603,2022
4604,1402
4605,4422
4606,4069
4607,1854
4608,221
4609,4374
4610,3489
4611,4609
4612,3395
4613,2926
4614,1898
4615,199
4616,2057
4617,3044
4618,266
4619,2181
4620,3995
4621,1478
4622,2529
4623,3777
4624,1673
4625,2953
4626,1067
4627,2770
4628,3952
4629,1687
4630,3481
4631,486
4632,4430
4633,2195
4634,3875
4635,3050
4636,2992
4637,4142
4638,2738
4639,4100
4640,3068
4641,3651
4642,1796
4643,4606
4644,330
4645,296
4646,2421
4647,3279
4648,2670
4649,1728
4650,1065
4651,3062
4652,4363
4653,3293
4654,3963
4655,2931
4656,144
4657,4509
4658,89
4659,665
4660,2621
4661,3663
4662,1686
4663,3760
4664,1348
4665,2078
4666,40
4667,4449
4668,2412
4669,3949
4670,1556
4671,2349
4672,158
4673,2940
4674,3639
4675,1798
4676,2617
4677,2935
4678,1989
4679,4019
4680,1437
4681,3355
4682,1986
4683,82
4684,1277
4685,2480
4686,2804
4687,2758
4688,3601
4689,2652
4690,2411
4691,4143
4692,2767
4693,3502
4694,3900
4695,848
4696,642
4697,4180
4698,4663
4699,2239
4700,911
4701,2823
4702,1297
4703,3548
4704,1946
4705,2111
4706,4488
4707,3158
4708,81
4709,4030
4710,3363
4711,2368
4712,4318
4713,3251
4714,1836
4715,6
4716,36
4717,1862
4718,3106
4719,4212
4720,1289
4721,4465
4722,312
4723,211
4724,3466
4725,2853
4726,4724
4727,1298
4728,3956
4729,346
4730,4675
4731,4515
4732,2319
4733,4008
4734,4043
4735,3457
4736,2858
4737,2136
4738,990
4739,3476
4740,1564
4741,1863
4742,2754
4743,1872
4744,3332
4745,1313
4746,2617
4747,2019
4748,3421
4749,2511
4750,145
4751,1994
4752,1835
4753,644
4754,4671
4755,102
4756,749
4757,2842
4758,1865
4759,2969
4760,4520
4761,1818
4762,3435
4763,4706
4764,2883
4765,477
4766,4722
4767,1934
4768,4285
4769,3768
4770,4515
4771,2011
4772,2939
4773,2909
4774,4287
4775,2731
4776,1153
4777,1360
4778,191
4779,1313
4780,4703
4781,2442
4782,3274
4783,929
4784,4209
4785,4437
4786,1178
4787,790
4788,2553
4789,1184
4790,3005
4791,24
4792,3262
4793,4202
4794,772
4795,621
4796,388
4797,3272
4798,507
4799,2933
4800,3506
4801,1927
4802,538
4803,930
4804,2893
4805,4608
4806,1752
4807,4255
4808,4393
4809,1508
4810,2757
4811,2597
4812,560
4813,211
4814,2268
4815,1499
4816,1661
4817,1179
4818,2138
4819,4654
4820,2833
4821,4602
4822,4639
4823,3967
4824,1150
4825,3297
4826,3413
4827,3469
4828,2956
4829,2774
4830,836
4831,548
4832,2142
4833,4237
4834,386
4835,3665
4836,1120
4837,2836
4838,1294
4839,674
4840,274
4841,3352
4842,4455
4843,16
4844,1240
4845,1644
4846,3545
4847,1657
4848,4184
4849,2837
4850,1821
4851,628
4852,4658
4853,2619
4854,3337
4855,1584
4856,1028
4857,2344
4858,1239
4859,1699
4860,3826
4861,803
4862,4858
4863,1676
4864,4129
4865,2645
4866,147
4867,2613
4868,1431
4869,4403
4870,1103
4871,2495
4872,4532
4873,1655
4874,4449
4875,3914
4876,2687
4877,3492
4878,3405
4879,2703
4880,3661
4881,3856
4882,372
4883,2680
4884,4326
4885,486
4886,4839
4887,371
4888,2791
4889,4818
4890,2566
4891,40
4892,1748
4893,271
4894,1752
4895,3621
4896,2996
4897,4313
4898,4029
4899,90
4900,3593
4901,4145
4902,828
4903,3138
4904,98
4905,4061
4906,461
4907,3492
4908,1430
4909,2052
4910,3757
4911,2483
4912,149
4913,2053
4914,4619
4915,4486
4916,2974
4917,2017
4918,3751
4919,4746
4920,2418
4921,1679
4922,2709
4923,1419
4924,4728
4925,2213
